== RAFT MANUAL CONTROL SESSION START ==

Spawning node 3000 (fellows: 3001,3002)
Spawning node 3001 (fellows: 3000,3002)
Spawning node 3002 (fellows: 3000,3001)
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
[node 3000] Received heartbeat from 3001
[node 3001] [3001] heartbeat to 3002 failed: 
